id,name,season,home_team_goal,away_team_goal,difference,total
2410,England Premier League,2009/2010,1,0,1,1
2411,England Premier League,2009/2010,0,1,-1,1
2412,England Premier League,2009/2010,0,0,0,0
2413,England Premier League,2009/2010,3,1,2,4
2414,England Premier League,2009/2010,3,1,2,4
2415,England Premier League,2009/2010,2,1,1,3
2416,England Premier League,2009/2010,2,1,1,3
2417,England Premier League,2009/2010,3,2,1,5
2418,England Premier League,2009/2010,0,2,-2,2
2419,England Premier League,2009/2010,2,1,1,3
2420,England Premier League,2009/2010,1,0,1,1
2421,England Premier League,2009/2010,8,0,8,8
2422,England Premier League,2009/2010,4,2,2,6
2423,England Premier League,2009/2010,2,1,1,3
2424,England Premier League,2009/2010,0,1,-1,1
2425,England Premier League,2009/2010,4,0,4,4
2426,England Premier League,2009/2010,4,0,4,4
2427,England Premier League,2009/2010,1,1,0,2
2428,England Premier League,2009/2010,0,0,0,0
2429,England Premier League,2009/2010,2,1,1,3
2430,England Premier League,2009/2010,2,1,1,3
2431,England Premier League,2009/2010,2,0,2,2
2432,England Premier League,2009/2010,2,1,1,3
2433,England Premier League,2009/2010,1,1,0,2
2434,England Premier League,2009/2010,0,0,0,0
2435,England Premier League,2009/2010,2,3,-1,5
2436,England Premier League,2009/2010,0,1,-1,1
2437,England Premier League,2009/2010,1,0,1,1
2438,England Premier League,2009/2010,3,0,3,3
2439,England Premier League,2009/2010,4,0,4,4
2440,England Premier League,2009/2010,4,1,3,5
2441,England Premier League,2009/2010,1,3,-2,4
2442,England Premier League,2009/2010,4,2,2,6
2443,England Premier League,2009/2010,3,1,2,4
2444,England Premier League,2009/2010,2,1,1,3
2445,England Premier League,2009/2010,0,1,-1,1
2446,England Premier League,2009/2010,2,3,-1,5
2447,England Premier League,2009/2010,1,2,-1,3
2448,England Premier League,2009/2010,1,0,1,1
2449,England Premier League,2009/2010,4,3,1,7
2450,England Premier League,2009/2010,4,0,4,4
2451,England Premier League,2009/2010,2,3,-1,5
2452,England Premier League,2009/2010,2,0,2,2
2453,England Premier League,2009/2010,3,0,3,3
2454,England Premier League,2009/2010,2,1,1,3
2455,England Premier League,2009/2010,1,1,0,2
2456,England Premier League,2009/2010,0,1,-1,1
2457,England Premier League,2009/2010,3,1,2,4
2458,England Premier League,2009/2010,3,0,3,3
2459,England Premier League,2009/2010,6,1,5,7
2460,England Premier League,2009/2010,5,0,5,5
2461,England Premier League,2009/2010,3,1,2,4
2462,England Premier League,2009/2010,5,2,3,7
2463,England Premier League,2009/2010,0,2,-2,2
2464,England Premier League,2009/2010,0,1,-1,1
2465,England Premier League,2009/2010,3,1,2,4
2466,England Premier League,2009/2010,0,1,-1,1
2467,England Premier League,2009/2010,2,1,1,3
2468,England Premier League,2009/2010,1,2,-1,3
2469,England Premier League,2009/2010,2,2,0,4
2470,England Premier League,2009/2010,0,1,-1,1
2471,England Premier League,2009/2010,2,2,0,4
2472,England Premier League,2009/2010,1,1,0,2
2473,England Premier League,2009/2010,2,0,2,2
2474,England Premier League,2009/2010,2,1,1,3
2475,England Premier League,2009/2010,2,2,0,4
2476,England Premier League,2009/2010,2,1,1,3
2477,England Premier League,2009/2010,1,1,0,2
2478,England Premier League,2009/2010,6,2,4,8
2479,England Premier League,2009/2010,2,1,1,3
2480,England Premier League,2009/2010,2,1,1,3
2481,England Premier League,2009/2010,2,0,2,2
2482,England Premier League,2009/2010,1,1,0,2
2483,England Premier League,2009/2010,3,2,1,5
2484,England Premier League,2009/2010,2,1,1,3
2485,England Premier League,2009/2010,1,0,1,1
2486,England Premier League,2009/2010,1,1,0,2
2487,England Premier League,2009/2010,1,2,-1,3
2488,England Premier League,2009/2010,3,1,2,4
2489,England Premier League,2010/2011,3,0,3,3
2490,England Premier League,2010/2011,1,0,1,1
2491,England Premier League,2010/2011,0,0,0,0
2492,England Premier League,2010/2011,6,0,6,6
2493,England Premier League,2010/2011,1,1,0,2
2494,England Premier League,2010/2011,3,0,3,3
2495,England Premier League,2010/2011,2,2,0,4
2496,England Premier League,2010/2011,0,0,0,0
2497,England Premier League,2010/2011,2,1,1,3
2498,England Premier League,2010/2011,0,4,-4,4
2499,England Premier League,2010/2011,2,0,2,2
2500,England Premier League,2010/2011,1,0,1,1
2501,England Premier League,2010/2011,0,0,0,0
2502,England Premier League,2010/2011,1,0,1,1
2503,England Premier League,2010/2011,5,1,4,6
2504,England Premier League,2010/2011,2,1,1,3
2505,England Premier League,2010/2011,1,2,-1,3
2506,England Premier League,2010/2011,2,0,2,2
2507,England Premier League,2010/2011,0,1,-1,1
2508,England Premier League,2010/2011,2,1,1,3
2509,England Premier League,2010/2011,2,1,1,3
2510,England Premier League,2010/2011,0,1,-1,1
2511,England Premier League,2010/2011,2,0,2,2
2512,England Premier League,2010/2011,2,0,2,2
2513,England Premier League,2010/2011,2,1,1,3
2514,England Premier League,2010/2011,1,1,0,2
2515,England Premier League,2010/2011,2,2,0,4
2516,England Premier League,2010/2011,4,2,2,6
2517,England Premier League,2010/2011,0,2,-2,2
2518,England Premier League,2010/2011,2,2,0,4
2519,England Premier League,2010/2011,1,1,0,2
2520,England Premier League,2010/2011,2,2,0,4
2521,England Premier League,2010/2011,0,2,-2,2
2522,England Premier League,2010/2011,3,2,1,5
2523,England Premier League,2010/2011,1,1,0,2
2524,England Premier League,2010/2011,3,2,1,5
2525,England Premier League,2010/2011,1,1,0,2
2526,England Premier League,2010/2011,1,2,-1,3
2527,England Premier League,2010/2011,0,0,0,0
2528,England Premier League,2010/2011,1,0,1,1
2529,England Premier League,2010/2011,4,2,2,6
2530,England Premier League,2010/2011,0,0,0,0
2531,England Premier League,2010/2011,2,2,0,4
2532,England Premier League,2010/2011,1,2,-1,3
2533,England Premier League,2010/2011,0,0,0,0
2534,England Premier League,2010/2011,0,0,0,0
2535,England Premier League,2010/2011,2,3,-1,5
2536,England Premier League,2010/2011,2,0,2,2
2537,England Premier League,2010/2011,1,0,1,1
2538,England Premier League,2010/2011,0,3,-3,3
2539,England Premier League,2010/2011,2,0,2,2
2540,England Premier League,2010/2011,2,3,-1,5
2541,England Premier League,2010/2011,3,0,3,3
2542,England Premier League,2010/2011,2,2,0,4
2543,England Premier League,2010/2011,2,0,2,2
2544,England Premier League,2010/2011,1,4,-3,5
2545,England Premier League,2010/2011,1,0,1,1
2546,England Premier League,2010/2011,5,1,4,6
2547,England Premier League,2010/2011,0,3,-3,3
2548,England Premier League,2010/2011,2,1,1,3
2549,England Premier League,2010/2011,7,1,6,8
2550,England Premier League,2010/2011,2,1,1,3
2551,England Premier League,2010/2011,3,1,2,4
2552,England Premier League,2010/2011,2,4,-2,6
2553,England Premier League,2010/2011,1,4,-3,5
2554,England Premier League,2010/2011,1,1,0,2
2555,England Premier League,2010/2011,3,2,1,5
2556,England Premier League,2010/2011,1,1,0,2
2557,England Premier League,2010/2011,2,2,0,4
2558,England Premier League,2010/2011,1,1,0,2
2559,England Premier League,2010/2011,2,1,1,3
2560,England Premier League,2010/2011,3,0,3,3
2561,England Premier League,2010/2011,1,0,1,1
2562,England Premier League,2010/2011,1,0,1,1
2563,England Premier League,2010/2011,3,0,3,3
2564,England Premier League,2010/2011,1,1,0,2
2565,England Premier League,2010/2011,3,1,2,4
2566,England Premier League,2010/2011,2,3,-1,5
2567,England Premier League,2010/2011,2,2,0,4
2568,England Premier League,2010/2011,1,1,0,2
2569,England Premier League,2010/2011,1,0,1,1
2570,England Premier League,2010/2011,1,1,0,2
2571,England Premier League,2010/2011,1,3,-2,4
2572,England Premier League,2010/2011,2,1,1,3
2573,England Premier League,2010/2011,0,0,0,0
2574,England Premier League,2010/2011,3,1,2,4
2575,England Premier League,2010/2011,1,0,1,1
2576,England Premier League,2010/2011,0,0,0,0
2577,England Premier League,2010/2011,2,1,1,3
2578,England Premier League,2010/2011,0,1,-1,1
2579,England Premier League,2010/2011,1,0,1,1
2580,England Premier League,2010/2011,1,0,1,1
2581,England Premier League,2010/2011,1,0,1,1
2582,England Premier League,2010/2011,1,2,-1,3
2583,England Premier League,2010/2011,1,1,0,2
2584,England Premier League,2010/2011,0,2,-2,2
2585,England Premier League,2010/2011,1,1,0,2
2586,England Premier League,2010/2011,3,1,2,4
2587,England Premier League,2010/2011,1,2,-1,3
2588,England Premier League,2010/2011,2,1,1,3
2589,England Premier League,2010/2011,2,0,2,2
2590,England Premier League,2010/2011,3,1,2,4
2591,England Premier League,2010/2011,1,2,-1,3
2592,England Premier League,2010/2011,1,1,0,2
2593,England Premier League,2010/2011,1,3,-2,4
2594,England Premier League,2010/2011,1,2,-1,3
2595,England Premier League,2010/2011,0,2,-2,2
2596,England Premier League,2010/2011,1,3,-2,4
2597,England Premier League,2010/2011,2,0,2,2
2598,England Premier League,2010/2011,2,1,1,3
2599,England Premier League,2010/2011,6,0,6,6
2600,England Premier League,2010/2011,1,3,-2,4
2601,England Premier League,2010/2011,1,1,0,2
2602,England Premier League,2010/2011,6,0,6,6
2603,England Premier League,2010/2011,3,0,3,3
2604,England Premier League,2010/2011,2,2,0,4
2605,England Premier League,2010/2011,2,1,1,3
2606,England Premier League,2010/2011,1,0,1,1
2607,England Premier League,2010/2011,1,2,-1,3
2608,England Premier League,2010/2011,0,6,-6,6
2609,England Premier League,2010/2011,0,1,-1,1
2610,England Premier League,2010/2011,0,2,-2,2
2611,England Premier League,2010/2011,2,0,2,2
2612,England Premier League,2010/2011,1,1,0,2
2613,England Premier League,2010/2011,4,0,4,4
2614,England Premier League,2010/2011,1,1,0,2
2615,England Premier League,2010/2011,1,3,-2,4
2616,England Premier League,2010/2011,0,2,-2,2
2617,England Premier League,2010/2011,2,2,0,4
2618,England Premier League,2010/2011,1,0,1,1
2619,England Premier League,2010/2011,2,1,1,3
2620,England Premier League,2010/2011,3,0,3,3
2621,England Premier League,2010/2011,1,0,1,1
2622,England Premier League,2010/2011,2,0,2,2
2623,England Premier League,2010/2011,1,0,1,1
2624,England Premier League,2010/2011,0,3,-3,3
2625,England Premier League,2010/2011,1,2,-1,3
2626,England Premier League,2010/2011,2,0,2,2
2627,England Premier League,2010/2011,0,1,-1,1
2628,England Premier League,2010/2011,3,3,0,6
2629,England Premier League,2010/2011,2,1,1,3
2630,England Premier League,2010/2011,0,0,0,0
2631,England Premier League,2010/2011,1,0,1,1
2632,England Premier League,2010/2011,1,1,0,2
2633,England Premier League,2010/2011,1,2,-1,3
2634,England Premier League,2010/2011,0,1,-1,1
2635,England Premier League,2010/2011,2,1,1,3
2636,England Premier League,2010/2011,5,0,5,5
2637,England Premier League,2010/2011,3,1,2,4
2638,England Premier League,2010/2011,3,0,3,3
2639,England Premier League,2010/2011,2,2,0,4
2640,England Premier League,2010/2011,1,1,0,2
2641,England Premier League,2010/2011,0,0,0,0
2642,England Premier League,2010/2011,0,3,-3,3
2643,England Premier League,2010/2011,4,3,1,7
2644,England Premier League,2010/2011,1,1,0,2
2645,England Premier League,2010/2011,3,2,1,5
2646,England Premier League,2010/2011,2,0,2,2
2647,England Premier League,2010/2011,1,1,0,2
2648,England Premier League,2010/2011,2,0,2,2
2649,England Premier League,2010/2011,5,0,5,5
2650,England Premier League,2010/2011,3,0,3,3
2651,England Premier League,2010/2011,1,0,1,1
2652,England Premier League,2010/2011,2,2,0,4
2653,England Premier League,2010/2011,1,1,0,2
2654,England Premier League,2010/2011,0,3,-3,3
2655,England Premier League,2010/2011,2,0,2,2
2656,England Premier League,2010/2011,2,0,2,2
2657,England Premier League,2010/2011,0,4,-4,4
2658,England Premier League,2010/2011,1,2,-1,3
2659,England Premier League,2010/2011,3,1,2,4
2660,England Premier League,2010/2011,2,1,1,3
2661,England Premier League,2010/2011,2,4,-2,6
2662,England Premier League,2010/2011,2,2,0,4
2663,England Premier League,2010/2011,1,0,1,1
2664,England Premier League,2010/2011,2,2,0,4
2665,England Premier League,2010/2011,1,3,-2,4
2666,England Premier League,2010/2011,2,0,2,2
2667,England Premier League,2010/2011,0,1,-1,1
2668,England Premier League,2010/2011,1,0,1,1
2669,England Premier League,2010/2011,2,1,1,3
2670,England Premier League,2010/2011,0,1,-1,1
2671,England Premier League,2010/2011,2,2,0,4
2672,England Premier League,2010/2011,5,3,2,8
2673,England Premier League,2010/2011,4,4,0,8
2674,England Premier League,2010/2011,3,0,3,3
2675,England Premier League,2010/2011,2,1,1,3
2676,England Premier League,2010/2011,3,2,1,5
2677,England Premier League,2010/2011,4,3,1,7
2678,England Premier League,2010/2011,0,1,-1,1
2679,England Premier League,2010/2011,2,1,1,3
